,location,year,km,fuel,gears,owners,kmpl,engine_size,power,seats,price
4735,4,2016,66296,1,0,1,16.0,2179.0,140.0,7.0,1596000.0
4736,10,2015,41000,0,1,1,16.9,1197.0,82.0,5.0,545000.0
4737,8,2017,38681,1,0,1,13.5,2198.0,157.7,7.0,2386000.0
4738,8,2008,43761,0,0,1,18.0,995.0,62.0,5.0,175000.0
4739,6,2017,17400,1,0,1,24.52,1248.0,88.5,7.0,975000.0
4740,2,2013,61510,1,0,1,25.8,1498.0,98.6,5.0,475000.0
4741,5,2014,60000,0,0,1,17.4,1497.0,117.3,5.0,625000.0
4742,2,2014,35165,1,1,2,23.8,1998.0,112.0,5.0,2200000.0
4743,8,2016,41617,0,1,1,14.53,1794.0,138.1,5.0,1414000.0
4745,5,2014,65000,0,1,1,13.7,1798.0,157.75,5.0,1195000.0
4746,5,2011,68000,0,0,1,18.9,998.0,67.1,5.0,250000.0
4747,10,2013,49000,0,0,1,19.81,1086.0,68.05,5.0,275000.0
4749,1,2016,30965,0,0,1,21.4,1197.0,83.1,5.0,625000.0
4750,10,2014,56058,0,0,1,15.04,1598.0,103.2,5.0,495000.0
4751,11,2017,15356,0,0,1,18.9,1197.0,81.86,5.0,475000.0
4753,11,2011,47000,0,1,2,13.9,1799.0,130.3,5.0,450000.0
4754,8,2015,21652,0,0,1,22.74,796.0,47.3,5.0,301000.0
4755,6,2016,52000,1,1,1,15.68,1999.0,177.0,5.0,4200000.0
4756,9,2010,35010,1,1,1,12.4,2698.0,179.5,5.0,1150000.0
4757,6,2006,76662,1,1,1,11.0,2987.0,198.5,5.0,1099000.0
4758,7,2009,89000,0,1,1,17.0,1497.0,118.0,5.0,371000.0
4759,7,2006,80000,0,1,3,10.1,2354.0,152.0,5.0,200000.0
4760,8,2018,39023,1,0,1,28.09,1248.0,88.5,5.0,948000.0
4761,7,2004,62000,0,0,2,18.9,998.0,67.1,5.0,125000.0
4762,7,2015,78046,1,0,1,19.67,1582.0,126.2,5.0,1090000.0
4763,9,2015,34400,1,0,1,28.09,1248.0,88.5,5.0,550000.0
4764,4,2016,64624,0,0,1,21.1,814.0,55.2,5.0,371000.0
4765,10,2014,69192,0,0,1,16.02,1373.0,93.7,7.0,625000.0
4766,3,2012,55000,1,0,1,20.54,1598.0,103.6,5.0,490000.00000000006
4767,10,2005,81000,0,0,2,12.8,1493.0,100.0,5.0,110000.00000000001
4768,8,2016,36733,0,0,1,16.47,1198.0,73.9,5.0,472000.0
4770,10,2016,43022,1,1,1,17.9,2143.0,136.0,5.0,2485000.0
4771,7,2013,74000,1,0,1,14.66,2199.0,194.3,7.0,1225000.0
4772,9,2014,47000,1,0,1,22.9,1248.0,74.0,5.0,390000.0
4773,8,2017,37460,0,0,1,18.6,1197.0,81.86,5.0,628000.0
4774,10,2011,130000,1,0,1,14.0,2498.0,112.0,8.0,275000.0
4775,4,2017,31576,0,0,1,18.9,1197.0,82.0,5.0,785000.0
4776,10,2011,66000,0,0,1,15.04,1598.0,103.6,5.0,295000.0
4777,10,2008,79000,0,1,2,11.7,2354.0,177.6,5.0,484999.99999999994
4778,2,2011,47140,1,1,2,13.5,2925.0,281.61,5.0,3000000.0
4779,2,2016,36610,1,1,1,15.0,2143.0,107.3,5.0,1989999.9999999998
4780,2,2016,93000,1,0,1,20.5,1582.0,126.2,5.0,1080000.0
4781,6,2007,52195,0,0,1,19.7,796.0,46.3,5.0,175000.0
4782,10,2016,20003,1,1,1,20.38,1968.0,143.0,5.0,1925000.0
4783,5,2013,66314,1,0,1,19.87,1461.0,83.8,5.0,550000.0
4784,3,2009,76000,1,0,1,17.8,1399.0,68.0,5.0,275000.0
4785,2,2015,29000,1,0,1,19.67,1582.0,126.2,5.0,1300000.0
4787,4,2013,56526,0,0,1,15.26,1598.0,103.5,5.0,584000.0
4788,6,2015,38000,1,1,2,16.8,1969.0,150.0,5.0,2400000.0
4789,3,2012,41000,1,1,1,19.08,1582.0,126.32,5.0,625000.0
4790,6,2009,53000,1,1,1,14.49,2993.0,258.0,5.0,3600000.0
4791,3,2003,125000,1,0,3,14.8,1998.0,68.0,5.0,300000.0
4792,3,2010,242000,1,0,1,11.5,2982.0,171.0,7.0,1100000.0
4793,3,2015,90000,1,0,1,26.21,1248.0,88.5,5.0,650000.0
4794,6,2018,11000,1,0,1,24.3,1248.0,88.5,5.0,940000.0
4795,8,2018,21936,1,1,1,21.76,1995.0,190.0,5.0,3792000.0
4796,11,2013,41000,0,1,1,14.4,1598.0,103.6,5.0,525000.0
4797,3,2011,47000,0,0,1,17.0,1197.0,80.0,5.0,450000.0
4798,3,2009,110000,1,1,1,11.0,2993.0,235.0,5.0,1800000.0
4799,4,2015,45960,0,0,1,19.1,1197.0,82.0,5.0,556000.0
4800,2,2013,48000,1,1,1,14.21,2143.0,203.0,5.0,2200000.0
4801,6,2011,68000,1,1,1,12.39,2179.0,147.51,5.0,2200000.0
4802,10,2011,41000,0,0,1,20.36,1197.0,78.9,5.0,265000.0
4803,7,2013,69573,1,0,2,22.32,1582.0,126.32,5.0,585000.0
4804,3,2012,115000,1,0,1,19.33,1968.0,138.1,5.0,695000.0
4805,9,2012,47629,1,0,1,15.1,2179.0,140.0,7.0,650000.0
4806,7,2004,66624,0,0,3,19.7,796.0,35.0,8.0,85000.0
4807,5,2013,80000,0,1,2,14.67,1798.0,177.46,5.0,725000.0
4808,11,2012,94868,1,0,1,22.9,1248.0,74.0,5.0,450000.0
4809,10,2010,76477,1,0,1,10.5,2179.0,120.0,8.0,425000.0
4810,3,2016,28000,0,1,1,13.7,1991.0,183.0,5.0,2600000.0
4811,4,2017,28599,1,0,1,16.55,2498.0,105.0,6.0,966000.0
4812,2,2013,45348,1,0,2,19.01,1461.0,108.45,5.0,685000.0
4813,4,2013,80127,1,1,1,12.8,1968.0,167.6,5.0,2368000.0
4814,5,2013,68000,1,1,2,12.39,2179.0,147.51,5.0,1575000.0
4815,11,2012,75000,1,0,3,20.54,1598.0,103.6,5.0,350000.0
4816,5,2006,48000,0,1,2,11.62,2979.0,306.0,5.0,699000.0
4817,4,2019,41871,1,0,1,22.7,1582.0,126.2,5.0,1557000.0
4818,4,2015,84931,1,0,1,15.3,2956.0,83.8,7.0,529000.0
4819,9,2016,15000,0,0,1,22.7,799.0,53.64,5.0,225000.0
4820,3,2009,110000,1,1,1,11.7,2993.0,245.0,5.0,2000000.0
4821,10,2011,5900,0,1,1,7.94,4395.0,450.0,4.0,4750000.0
4822,3,2002,103653,0,0,2,18.9,1061.0,47.0,5.0,122000.0
4823,3,2012,64806,0,0,1,16.47,1198.0,73.9,5.0,365000.0
4824,11,2016,35000,0,0,1,20.62,1198.0,67.0,7.0,310000.0
4825,2,2016,40000,0,0,1,15.29,1591.0,121.3,5.0,1150000.0
4827,4,2013,67901,1,0,1,14.66,2199.0,194.3,7.0,838000.0000000001
4828,11,2014,68865,1,0,1,15.11,1598.0,103.6,5.0,480000.0
4829,11,2014,71000,1,0,2,25.8,1498.0,98.6,5.0,450000.0
4831,9,2014,25000,1,0,1,22.9,1248.0,74.0,5.0,395000.0
4832,6,2012,180000,1,0,1,20.5,1598.0,103.5,5.0,365000.0
4833,10,2005,131000,1,1,1,11.0,2987.0,198.5,5.0,1000000.0
4834,5,2011,65000,1,0,2,12.05,2179.0,120.0,8.0,400000.0
4835,6,2012,117777,1,0,1,21.64,1461.0,84.8,5.0,475000.0
4836,2,2009,65000,0,0,2,17.5,1298.0,85.8,5.0,310000.0
4837,8,2017,46897,0,0,1,21.1,814.0,55.2,5.0,361000.0
4838,4,2015,36695,0,0,1,19.4,1198.0,86.8,5.0,429000.0
4839,9,2011,43000,0,0,1,18.06,1198.0,75.0,5.0,213000.0
4840,10,2008,54000,0,0,1,19.7,796.0,46.3,5.0,110000.00000000001
4841,6,2011,89000,1,1,1,22.69,1995.0,190.0,5.0,1395000.0
4842,10,2014,7000,0,0,1,16.47,1198.0,74.0,5.0,535000.0
4843,6,2014,58470,0,0,1,23.1,998.0,67.04,5.0,390000.0
4844,9,2014,37000,0,0,1,21.5,1197.0,81.8,5.0,280000.0
4845,10,2016,29000,1,0,1,26.21,1248.0,88.5,5.0,875000.0
4846,6,2013,52000,1,1,1,16.55,1968.0,147.51,5.0,1950000.0
4847,9,2013,32807,0,0,1,19.4,1198.0,86.8,5.0,275000.0
4848,6,2013,86000,1,1,1,11.79,2179.0,120.0,8.0,800000.0
4849,5,2014,66500,1,0,1,26.0,1498.0,98.6,5.0,570000.0
4850,1,2012,94000,1,1,1,17.05,1995.0,184.0,5.0,1250000.0
4851,3,2011,29000,0,0,2,18.0,995.0,62.0,5.0,175000.0
4853,1,2015,36100,0,0,1,20.4,1197.0,81.8,5.0,450000.0
4854,10,2015,16329,1,1,1,19.27,2143.0,170.0,5.0,3030000.0
4856,8,2017,41816,1,1,1,18.56,1995.0,190.0,5.0,3278000.0
4857,7,2015,54680,0,0,1,21.1,814.0,55.2,5.0,250000.0
4858,6,2017,14000,1,1,1,18.25,1968.0,187.74,5.0,4300000.0
4859,8,2017,23977,0,0,1,18.16,1196.0,86.8,5.0,538000.0
4860,6,2013,30131,0,0,1,20.92,998.0,67.1,5.0,265000.0
4861,6,2017,2530,0,0,1,24.7,796.0,47.3,5.0,330000.0
4862,6,2015,39000,1,1,1,19.27,2143.0,167.62,5.0,3400000.0
4863,3,2001,140000,0,0,3,20.3,1086.0,68.0,5.0,70000.0
4864,8,2017,32257,1,0,1,24.4,1120.0,71.0,5.0,683000.0
4865,8,2016,46983,1,0,1,25.8,1498.0,98.6,5.0,577000.0
4866,3,2008,107000,1,0,2,17.8,1248.0,75.0,5.0,310000.0
4867,10,2017,19000,0,0,1,16.2,1199.0,74.0,5.0,495000.0
4868,2,2013,88000,1,1,1,17.11,1968.0,174.33,5.0,1625000.0
4870,3,2011,128000,1,0,3,16.0,2179.0,140.0,7.0,640000.0
4871,2,2011,71000,1,0,3,13.1,2499.0,141.0,7.0,695000.0
4872,9,2008,50000,1,0,1,17.2,1396.0,53.5,5.0,85000.0
4873,3,2016,16000,0,0,1,21.4,1197.0,83.1,5.0,695000.0
4874,9,2017,82000,1,0,1,24.4,1120.0,71.0,5.0,345000.0
4875,5,2008,80000,0,0,1,13.5,1799.0,130.0,5.0,275000.0
4876,5,2015,36000,0,0,2,18.6,1197.0,81.83,5.0,495000.0
4877,4,2018,17477,0,0,1,17.0,1198.0,108.5,5.0,961999.9999999999
4878,4,2016,16725,0,0,1,18.6,1197.0,81.83,5.0,679000.0
4879,10,2014,48241,0,0,1,19.1,1197.0,85.8,5.0,450000.0
4880,8,2014,52431,0,0,1,22.5,998.0,67.04,5.0,301000.0
4881,2,2012,68000,1,0,1,21.9,1396.0,88.76,5.0,440000.00000000006
4882,6,2012,158000,1,1,1,12.55,2982.0,168.5,7.0,1748999.9999999998
4883,4,2014,31446,0,0,1,20.36,1197.0,78.9,5.0,466000.0
4884,3,2015,25000,0,0,1,18.9,1197.0,82.0,5.0,550000.0
4885,1,2016,57000,0,0,1,18.6,1197.0,81.83,5.0,600000.0
4887,8,2018,57078,1,0,1,24.3,1248.0,88.5,5.0,1019000.0
4888,8,2016,47471,1,0,1,25.8,1498.0,98.6,5.0,525000.0
4889,6,2014,50000,1,1,1,15.26,2143.0,203.2,5.0,4500000.0
4890,1,2010,62000,1,0,1,23.0,1396.0,90.0,5.0,270000.0
4891,4,2013,65807,0,0,1,19.81,1086.0,68.05,5.0,339000.0
4892,6,2014,81768,1,0,1,26.59,1248.0,74.0,5.0,569000.0
4893,8,2018,9952,0,1,1,10.37,2979.0,306.0,2.0,5854000.0
4894,6,2017,24000,1,0,1,27.39,1248.0,74.0,5.0,840000.0
4895,6,2012,72921,1,0,1,25.44,936.0,57.6,5.0,250000.0
4896,11,2012,59000,0,0,1,19.4,1198.0,86.8,5.0,325000.0
4898,11,2016,36789,0,1,1,23.1,998.0,67.04,5.0,425000.0
4899,7,2014,41000,1,1,1,14.84,2143.0,170.0,5.0,1850000.0
4901,7,2015,46650,0,0,1,19.4,1198.0,86.8,5.0,425000.0
4902,10,2018,3000,0,1,1,21.4,1197.0,83.1,5.0,885000.0
4903,4,2014,14799,0,0,1,21.1,814.0,55.2,5.0,413999.99999999994
4905,6,2015,68525,1,0,1,23.0,1396.0,90.0,5.0,700000.0
4906,6,2018,15000,1,1,1,10.91,3198.0,197.0,7.0,3300000.0
4907,1,2017,29000,0,0,1,17.4,1497.0,117.3,5.0,1000000.0
4908,8,2012,77407,1,0,2,21.5,1248.0,88.8,5.0,353000.0
4909,7,2007,118000,0,0,1,12.9,1598.0,102.5,5.0,135000.0
4910,5,2013,75000,1,0,1,20.54,1598.0,103.6,5.0,450000.0
4912,8,2016,52553,1,0,1,19.67,1582.0,126.2,5.0,1226000.0
4913,10,2014,58000,1,0,2,24.4,1120.0,71.0,5.0,399000.0
4914,10,2017,24000,1,1,1,17.9,2143.0,170.0,5.0,4695000.0
4916,1,2013,68008,1,0,2,15.0,1896.0,105.0,5.0,675000.0
4917,4,2017,22251,1,0,1,18.49,1493.0,100.0,7.0,875000.0
4918,3,2013,55000,0,0,2,15.8,1499.0,110.0,5.0,520000.0
4919,8,2017,19387,0,0,1,17.1,1591.0,121.3,5.0,842000.0
4921,10,2016,24001,0,0,1,18.6,1197.0,81.83,5.0,575000.0
4922,9,2008,17000,1,1,1,15.2,1968.0,140.8,5.0,975000.0
4923,5,2015,28500,0,0,1,19.49,1198.0,67.04,5.0,350000.0
4924,7,2014,66000,1,1,1,15.26,2143.0,203.2,5.0,3000000.0
4925,5,2017,22000,1,1,1,12.83,2179.0,147.5,5.0,3500000.0
4926,4,2018,44383,0,0,1,15.8,1591.0,121.3,5.0,1325000.0
4927,10,2013,45000,1,0,1,20.5,1598.0,103.5,5.0,365000.0
4928,7,2015,58000,1,0,1,23.4,1248.0,74.0,5.0,525000.0
4929,5,2016,69000,0,0,1,15.8,1591.0,121.3,5.0,969999.9999999999
4930,4,2017,60993,1,0,1,24.0,1120.0,70.0,5.0,521000.0
4931,11,2016,67000,1,0,1,18.49,1493.0,100.0,7.0,630000.0
4932,8,2014,51134,1,0,1,24.0,1120.0,70.0,5.0,472000.0
4933,3,2011,55000,1,1,2,11.7,2993.0,245.0,5.0,2800000.0
4934,4,2018,25082,1,1,1,28.4,1248.0,73.75,5.0,836999.9999999999
4935,5,2012,68350,1,0,1,12.55,2982.0,168.5,7.0,1400000.0
4936,6,2015,50000,1,1,1,17.68,1968.0,174.33,5.0,3600000.0
4937,11,2015,97000,1,0,1,27.3,1498.0,98.6,5.0,640000.0
4938,4,2015,56238,1,1,1,11.33,4134.0,335.2,7.0,5169000.0
4939,7,2014,72618,1,0,1,12.05,2179.0,120.0,7.0,800000.0
4940,6,2012,62005,1,0,1,18.3,1991.0,147.9,5.0,980000.0000000001
4941,6,2012,61250,1,0,1,25.44,936.0,57.6,5.0,270000.0
4942,4,2014,28469,1,1,1,18.25,1968.0,187.74,5.0,2437000.0
4943,8,2018,21488,0,1,1,14.3,1598.0,103.52,5.0,972000.0000000001
4944,11,2014,197000,1,0,1,23.4,1248.0,74.0,5.0,500000.0
4945,11,2009,138205,1,0,2,11.5,2982.0,171.0,7.0,1050000.0
4946,7,2012,160000,1,0,2,22.9,1248.0,74.0,5.0,390000.0
4947,4,2012,67590,0,0,1,17.0,1497.0,118.0,5.0,565000.0
4948,10,2012,52000,1,1,1,15.26,2143.0,203.2,5.0,2995000.0
4949,2,2008,100000,1,0,2,17.8,1248.0,75.0,5.0,300000.0
4950,9,2017,60048,1,0,1,26.1,1498.0,99.0,5.0,600000.0
4951,10,2009,48000,0,0,1,20.36,1197.0,78.9,5.0,211000.0
4953,7,2011,100000,0,0,1,19.7,796.0,46.3,5.0,150000.0
4955,2,2006,80010,0,0,2,20.4,1197.0,81.8,5.0,285000.0
4956,4,2017,26493,1,1,1,19.27,2143.0,170.0,5.0,3364000.0
4957,6,2011,96000,1,0,2,17.88,1396.0,52.8,5.0,91000.0
4959,9,2005,13000,0,1,1,9.3,2771.0,193.1,5.0,325000.0
4960,9,2013,38000,0,0,1,16.47,1198.0,73.9,5.0,280000.0
4961,4,2019,8018,0,1,1,22.0,1197.0,81.8,5.0,830000.0000000001
4963,7,2010,152000,1,0,1,17.8,1248.0,75.0,5.0,290000.0
4964,11,2013,71000,1,1,1,18.88,1995.0,184.0,5.0,1500000.0
4965,7,2012,80000,0,0,2,25.4,624.0,37.5,4.0,53000.0
4966,10,2014,87143,1,0,1,12.99,2494.0,100.0,8.0,1250000.0
4967,10,2012,25000,0,0,1,18.4,1198.0,86.8,5.0,275000.0
4968,11,2018,2000,0,1,1,23.84,1199.0,83.83,5.0,500000.0
4969,8,2014,45239,1,0,1,12.05,2179.0,120.0,8.0,709000.0
4970,6,2011,101999,1,1,1,16.73,1995.0,218.0,5.0,1998999.9999999998
4971,10,2014,74219,1,0,1,21.43,1364.0,87.2,5.0,1075000.0
4972,10,2016,25000,0,1,1,18.0,1497.0,117.3,5.0,944999.9999999999
4973,6,2008,109606,1,0,1,22.0,1582.0,126.2,5.0,290000.0
4974,9,2015,36000,1,0,1,26.59,1248.0,74.0,5.0,470000.0
4975,4,2016,41810,0,0,1,20.73,1373.0,91.1,5.0,711000.0
4976,7,2014,93321,1,0,1,22.7,1498.0,89.84,5.0,625000.0
4978,8,2019,25717,0,1,1,19.0,1199.0,88.76,5.0,886000.0
4979,5,2015,37000,1,0,1,15.1,2179.0,140.0,7.0,930000.0000000001
4980,4,2017,56380,1,0,1,18.49,1493.0,100.0,7.0,757000.0
4981,3,2017,8000,0,0,1,18.2,1199.0,88.7,5.0,790000.0
4982,8,2018,14589,0,0,1,16.1,1298.0,88.2,5.0,565000.0
4985,4,2011,64831,0,0,1,18.6,1199.0,79.4,5.0,321000.0
4986,9,2013,38001,1,0,1,25.8,1498.0,98.6,5.0,390000.0
4988,6,2016,27000,1,1,1,18.59,2993.0,265.0,5.0,4800000.0
4989,10,2016,39000,1,1,1,20.38,1968.0,143.0,5.0,1889999.9999999998
4990,11,2015,131000,1,0,1,26.59,1248.0,74.0,5.0,360000.0
4991,9,2015,43000,1,0,1,26.59,1248.0,74.0,5.0,550000.0
4992,11,2011,68000,1,0,2,12.8,2494.0,102.0,7.0,700000.0
4993,2,2016,45165,1,1,1,16.09,1995.0,184.0,5.0,4175000.0
4994,6,2007,120000,1,1,1,16.73,1995.0,218.0,5.0,1050000.0
4995,4,2014,86091,1,0,1,15.1,2179.0,140.0,7.0,1009000.0
4996,5,2009,71499,0,0,1,17.0,1497.0,118.0,5.0,300000.0
4998,7,2015,66000,1,0,1,20.14,1498.0,88.0,5.0,491000.0
4999,9,2010,45000,0,0,1,16.0,1198.0,90.0,5.0,200000.0
5000,6,2015,69189,1,0,1,23.59,1364.0,67.06,5.0,530000.0
5001,10,2014,40206,1,0,1,19.01,1461.0,108.5,5.0,722000.0
5002,8,2017,36723,1,1,1,18.56,1995.0,190.0,5.0,3257000.0
5003,10,2010,57500,0,0,1,18.5,1197.0,80.0,5.0,275000.0
5005,6,2011,52000,1,0,1,17.8,1399.0,68.0,5.0,375000.0
5006,8,2014,60952,0,1,1,16.8,1497.0,118.0,5.0,591000.0
5007,3,2013,87192,1,0,1,25.2,1248.0,74.0,5.0,434999.99999999994
5008,5,2014,58000,1,0,1,24.0,1120.0,70.0,5.0,325000.0
5009,11,2017,59500,1,1,1,14.75,2967.0,245.0,7.0,6800000.0
5010,10,2016,16650,0,0,1,17.0,1198.0,74.0,5.0,550000.0
5011,8,2018,34696,0,1,1,18.0,1497.0,117.3,5.0,1208000.0
5012,8,2018,42243,1,0,1,27.39,1248.0,74.0,5.0,748000.0
5013,7,2016,57824,1,0,1,24.0,1120.0,70.0,5.0,550000.0
5014,7,2011,110000,1,0,1,19.3,1248.0,73.9,5.0,350000.0
5017,6,2013,63455,1,0,1,11.5,2982.0,171.0,7.0,1900000.0
5018,6,2017,17151,1,0,1,27.3,1498.0,98.6,5.0,840000.0
5019,11,2016,31001,1,0,1,24.3,1248.0,88.5,5.0,725000.0
5020,9,2014,42109,1,0,1,23.4,1248.0,74.0,5.0,425000.0
5021,5,2015,55000,1,1,2,21.66,1498.0,103.52,5.0,570000.0
5023,6,2013,30852,0,0,1,22.74,796.0,47.3,5.0,249000.00000000003
5024,11,2011,65000,0,0,2,16.47,1198.0,73.9,5.0,300000.0
5025,5,2015,65000,1,0,1,26.0,1498.0,98.6,5.0,595000.0
5026,5,2013,72000,1,0,1,23.4,1248.0,74.0,5.0,269000.0
5027,2,2014,29000,1,1,1,17.11,1968.0,174.33,5.0,2600000.0
5028,9,2015,32000,0,0,1,17.8,1497.0,117.3,5.0,550000.0
5029,3,2016,29875,0,0,1,18.16,1196.0,86.8,5.0,484999.99999999994
5030,8,2018,32539,1,0,1,24.3,1248.0,88.5,5.0,839000.0
5031,6,2015,83090,1,0,1,19.01,1461.0,108.45,5.0,799000.0
5032,6,2016,62679,1,0,1,21.19,1396.0,88.73,5.0,695000.0
5033,10,2010,93000,0,0,1,15.7,1390.0,75.0,5.0,150000.0
5034,10,2006,44000,0,0,1,17.7,1497.0,78.0,5.0,155000.0
5035,2,2010,78400,0,0,2,15.6,1196.0,70.0,5.0,275000.0
5036,10,2014,71300,0,0,1,13.06,1598.0,102.53,5.0,425000.0
5038,4,2019,24013,1,1,1,12.81,1999.0,148.31,7.0,5614000.0
5040,10,2003,62000,0,0,2,11.3,1298.0,83.1,8.0,125000.0
5041,9,2017,14000,1,0,1,26.59,1248.0,74.0,5.0,750000.0
5042,4,2015,44811,1,1,1,17.11,1968.0,174.33,5.0,2581000.0
5043,1,2014,44000,0,0,1,16.47,1198.0,74.0,5.0,430000.0
5044,3,2010,136000,1,0,2,11.5,2982.0,171.0,7.0,1100000.0
5045,7,2010,144113,1,0,2,11.5,2982.0,171.0,7.0,1175000.0
5046,4,2012,94989,0,0,1,12.8,2354.0,177.6,5.0,658000.0
5047,3,2012,58133,1,0,1,22.9,1248.0,74.0,5.0,480000.0
5048,11,2008,61000,0,0,2,17.5,1198.0,70.0,5.0,165000.0
5049,9,2017,27000,1,0,1,17.1,1956.0,170.0,5.0,1500000.0
5050,1,2014,18050,0,0,2,25.4,624.0,37.5,4.0,100000.0
5051,6,2007,145277,0,0,1,15.3,1596.0,101.0,5.0,165000.0
5052,1,2015,42000,1,0,1,27.62,793.0,47.0,5.0,360000.0
5053,5,2011,86000,1,0,1,11.5,2982.0,171.0,7.0,1150000.0
5054,1,2015,42150,1,0,1,27.62,793.0,47.0,5.0,360000.0
5055,11,2015,30158,0,0,1,21.1,814.0,55.2,5.0,305000.0
5056,2,2011,47000,1,0,2,23.5,1498.0,90.0,5.0,600000.0
5057,1,2013,39000,0,0,1,16.47,1198.0,74.0,5.0,375000.0
5058,4,2016,32125,0,0,1,16.2,1199.0,74.0,5.0,617000.0
5060,4,2013,67559,0,0,1,19.4,1198.0,86.8,5.0,405000.0
5061,11,2013,55000,0,0,1,17.5,1298.0,85.8,5.0,425000.0
5062,9,2018,30000,0,0,1,23.1,998.0,67.04,5.0,375000.0
5063,10,2016,28000,0,1,1,13.0,1591.0,121.3,5.0,1185000.0
5064,8,2016,31826,1,0,1,22.7,1498.0,89.84,5.0,824000.0
5066,7,2008,100009,0,0,2,13.1,1997.0,141.1,5.0,650000.0
5067,4,2019,17201,1,1,1,12.51,2179.0,187.7,7.0,5891000.0
5068,5,2014,74345,1,0,1,15.1,2179.0,140.0,7.0,800000.0
5069,8,2015,58134,0,0,1,16.47,1198.0,74.0,5.0,463999.99999999994
5070,8,2010,30566,0,1,1,19.2,1197.0,80.0,5.0,332000.0
5071,3,2012,55231,0,0,2,20.36,1197.0,78.9,5.0,278000.0
5072,8,2016,67774,1,1,1,14.81,1998.0,163.7,5.0,894999.9999999999
5073,10,2013,50319,0,1,1,12.0,1991.0,181.03,5.0,2195000.0
5074,1,2013,45000,0,0,1,11.7,2359.0,134.0,5.0,790000.0
5075,9,2007,43627,0,1,1,11.74,1796.0,186.0,5.0,2900000.0
5076,9,2013,45000,1,0,1,22.07,1199.0,73.9,5.0,325000.0
5077,10,2014,10500,0,0,1,17.4,1497.0,117.3,5.0,590000.0
5078,4,2017,21789,1,0,1,24.3,1248.0,88.5,5.0,988000.0000000001
5079,4,2019,21134,0,0,1,18.6,1197.0,81.86,5.0,877999.9999999999
5080,9,2011,90000,1,0,2,13.93,2179.0,138.1,7.0,275000.0
5081,8,2014,51553,1,0,1,21.64,1461.0,84.8,5.0,598000.0
5082,5,2011,31000,0,1,1,10.9,2497.0,215.0,5.0,3100000.0
5083,5,2011,67422,0,0,2,14.53,1798.0,138.0,5.0,355000.0
5084,8,2015,60519,1,0,1,22.32,1582.0,126.32,5.0,624000.0
5085,9,2009,34000,1,0,1,19.3,1248.0,73.9,5.0,219000.0
5086,6,2013,68434,1,0,1,28.4,1248.0,73.75,5.0,550000.0
5087,11,2014,17000,0,0,1,24.07,998.0,67.1,5.0,210000.0
5088,4,2011,43686,0,1,1,10.5,5000.0,503.0,4.0,5066000.0
5089,9,2012,22000,1,1,1,14.84,2143.0,170.0,5.0,1400000.0
5090,10,2013,79225,1,0,1,22.0,1582.0,126.2,5.0,550000.0
5091,11,2007,63000,0,0,3,14.2,1598.0,102.0,5.0,120000.0
5092,6,2014,61922,0,0,1,20.4,1197.0,81.8,5.0,530000.0
5093,3,2015,85000,1,0,1,23.9,1582.0,126.2,5.0,630000.0
5094,8,2017,26192,1,1,1,17.9,2143.0,168.0,5.0,4047000.0
5095,5,2013,65000,1,0,1,13.0,2982.0,168.5,7.0,1610000.0000000002
5096,5,2014,44999,1,1,1,12.8,1968.0,167.6,5.0,2500000.0
5097,10,2008,81308,1,1,2,13.2,1995.0,170.0,5.0,795000.0
5098,5,2016,35000,0,0,1,24.7,796.0,47.3,5.0,265000.0
5099,4,2012,65349,0,0,1,20.92,998.0,67.1,5.0,281000.0
5100,6,2012,80000,0,1,1,15.64,1798.0,167.62,5.0,1750000.0
5101,10,2012,61000,0,0,1,16.1,1197.0,85.0,5.0,330000.0
5102,8,2019,31817,0,0,1,22.5,998.0,67.04,5.0,534000.0
5103,6,2016,41000,1,0,1,21.14,1498.0,103.52,5.0,850000.0
5104,8,2010,82606,0,0,2,16.0,1198.0,90.0,5.0,269000.0
5105,1,2015,52000,1,0,1,16.0,2179.0,140.0,7.0,1150000.0
5106,4,2011,50318,0,0,1,18.5,1197.0,85.8,5.0,405999.99999999994
5107,6,2016,50000,1,1,1,17.9,2143.0,201.15,5.0,4900000.0
5108,2,2012,72000,1,0,1,20.5,1598.0,103.5,5.0,459999.99999999994
5109,5,2015,63776,1,0,1,24.0,1120.0,70.0,5.0,396000.0
5110,10,2015,28133,0,0,1,18.6,1197.0,81.86,5.0,560000.0
5111,9,2017,45000,1,0,1,22.95,1248.0,74.0,5.0,375000.0
5112,7,2015,55697,1,0,1,22.54,1396.0,88.73,5.0,550000.0
5113,5,2012,62000,1,0,2,20.5,1598.0,103.5,5.0,300000.0
5114,10,2011,48000,0,0,1,16.0,1368.0,90.0,5.0,300000.0
5115,11,2010,90246,0,0,1,16.1,1298.0,88.2,5.0,295000.0
5116,6,2015,80500,1,0,1,25.0,1396.0,69.0,5.0,245000.00000000003
5117,11,2012,119000,1,1,1,14.84,2143.0,170.0,5.0,1399000.0
5118,2,2016,28541,1,1,1,11.57,2987.0,254.79,5.0,6075000.0
5120,3,2012,41000,0,0,2,16.8,1497.0,116.3,5.0,450000.0
5121,10,2010,58000,0,0,2,18.5,1197.0,80.0,5.0,250000.0
5122,3,2015,99000,1,0,1,13.0,2982.0,168.5,7.0,2050000.0
5123,5,2014,31200,0,0,1,18.9,1197.0,82.0,5.0,390000.0
